Nombre,Resumen Editorial,Tipo de Resumen,API Utilizada,Calificación,Total de Reseñas,Dirección,Teléfono,Latitud,Longitud,Distancia (km),URL de Google Maps,Sitio Web,Horarios,Nivel de Precios,Número de Fotos,Comentarios,Comentarios_Analizados,Sentimiento_Positivo,Sentimiento_Negativo,Sentimiento_Neutral,Porcentaje_Positivos,Porcentaje_Negativos,Porcentaje_Neutrales,Score_Sentimiento_Promedio,Categoria_Sentimiento,NPS_Score,NPS_Categoria
TACOS BILL,"TACOS BILL es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios moderados y más de 1290 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.3,1290.0,"Calz. de las Bombas 553, Coapa, Campestre Coyoacán, Coyoacán, 04480 Ciudad de México, CDMX",55 5677 2397,19.311707,-99.1157163,4.78,https://maps.google.com/?cid=16370588032138263808,https://m.facebook.com/TacosBillCoapa/,domingo: 8:00 a.m. – 8:00 p.m.; lunes: 8:00 a.m. – 8:00 p.m.; martes: 8:00 a.m. – 8:00 p.m.; miércoles: 8:00 a.m. – 8:00 p.m.; jueves: 8:00 a.m. – 8:00 p.m.; viernes: 8:00 a.m. – 9:00 p.m.; sábado: 8:00 a.m. – 9:00 p.m.,$$$,10,"La comida no es mala pero en mi opinión no vale el precio, ni en restaurantes de la condesa o insurgentes dan tan caro. No puedo creer que un taco cueste $80, la gringa de la foto cuesta $120 y como se puede ver las porciones tampoco son extraordinarias. El lugar se llama Tacos Bill pero dista mucho de ser una taqueria, no hay variedad de salsas y las que hay tampoco están tan buenas. El servicio fue bueno pero al último el mesero fue algo insistente con la propina, la cual obviamente no iba incluir porque el lugar ya es caro. | Desayunos y comida con ese sabor casero, buena atención | Pues... Cumplen. Nada del otro mundo. Nosotros pedimos tacos de costilla y de bistec y sabían bien a secas. Los precios están OK y lo relevante es que tienen estacionamiento gratuito justo a un costado del restaurante.
Mención especial a los frijolitos que dan para botanear. Muy buenos. | Todo muy rico y bien servido. La atención del personal es muy buena y agradable. | Se llama tacos bill pero los desayunos están increíbles. Llagamos por casualidad mientras buscábamos en el coche dónde desayunar.
En este desayuno había se todo y con buenos precios.",5,4,1,0,80.0,20.0,0.0,0.6,Muy Positivo,60.0,Muy Bueno
"Taqueria Loros Ferr ""1""","Taqueria Loros Ferr ""1"" es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios muy económicos y 281 reseñas de clientes satisfechos.",Generado Automáticamente,Places API (Legacy),4.2,281.0,"Museo 123, San Pablo Tepetlapa, Coyoacán, 04620 Ciudad de México, CDMX",56 1155 7568,19.3245588,-99.143255,4.04,https://maps.google.com/?cid=4079200607338523177,,domingo: 10:00 a.m. – 5:00 p.m.; lunes: 10:00 a.m. – 5:00 p.m.; martes: 10:00 a.m. – 5:00 p.m.; miércoles: 10:00 a.m. – 5:00 p.m.; jueves: 10:00 a.m. – 5:00 p.m.; viernes: 10:00 a.m. – 5:00 p.m.; sábado: 10:00 a.m. – 5:00 p.m.,$$,10,"De mi lista de favoritos, solo deberían de considerar una salsa más picante. | Muy ricos los tacos... Las salsas... El servicio bastante bien... :3 | La comida excelente, muy ricas y cero grasosas las carnitas, aunque el servicio deja un poco que desear, porque, aunque los meseros no están atendiendo, es un poco lento el servicio. El ambiente es tranquilo y tienen buena música para disfrutar de los alimentos. Recomendable. | Me encanta el lugar. Las carnitas son muy ricas  y muy bien servidos los tacos. Me gustan mucho las quesadillas y los nopalitos preparados que venden. Además ya he comprado por encargo varios kilos para algunas fiestas que he tenido y me atendieron muy bien y entregaron todo como lo ordene. Y a todos en mi familia y amigos les ha gustado mucho. | Este es una escala obligada en la zona. Es una taquería “de barrio”. El giro es tacos de carnitas. Gente amable, solícita y muy versada en el guiso y preparación de las carnitas. Además hacen quesadillas de sesos, pero éstas vuelan antes del mediodía. Por cierto, nunca he sabido si sirven cerveza. He venido aquí durante años. La tripa es dos dos, pero la barriguita es la mejor de todo el sur de la CDMX.",5,4,0,1,80.0,0.0,20.0,0.8,Muy Positivo,80.0,Excelente
ZAM Taqueria,"ZAM Taqueria es una opción sólida para tacos, con buenas calificaciones de sus visitantes.",Generado Automáticamente,Places API (Legacy),3.9,95.0,"El Fortín 83-Local 7, Coapa, Narciso Mendoza, Tlalpan, 14390 Ciudad de México, CDMX",55 5671 9357,19.2882799,-99.1235797,3.3,https://maps.google.com/?cid=503937735835471078,,domingo: Cerrado; lunes: 11:00 a.m. – 10:30 p.m.; martes: 11:00 a.m. – 10:30 p.m.; miércoles: 11:00 a.m. – 10:30 p.m.; jueves: 11:00 a.m. – 10:30 p.m.; viernes: 11:00 a.m. – 11:00 p.m.; sábado: 11:00 a.m. – 11:00 p.m.,,7,"Están ricas las quesadillas ya que son fritas y bastante grandes, pero la verdad han bajado de calidad, ya que los sopes especiales ya no saben igual, como que ya le ponen menos y bajaron de calidad, hace muchos años era todouy rico y había muchísima gente, pero ahora ya casi no, son muy lentos para atender, ya que solo son dos personas y normalmente tienes que llevar cambio porque no sé, no importa a la hora que vayas NO tienen  cambio, además a veces están de buenas y a veces de malas, yo creo que por eso cada vez hay menos gente | Tienen problema con la presentación de los platos, ya que siempre se ven viejos, gastado, raspados y quemados (en algunos casos). Esto a que son de plástico.
De ahí en fuera la los ""antojitos"" son aceptables con un poco de exceso de grasa | La peor infección estomacal que me ha dado en la vida. La atención es pésima, las mujeres que atienden por las noches siempre traen mala cara. | Este lugar tiene más de 40 años y se caracterizó por ser unos de los mejores antojitos mexicanos de la zona; hoy día considero bajo sensiblemente la calidad de sus productos y de porciones.
Buen sabor, porciones regulares. | Excelente sazón, pero tardan en darte tu pedido porque casi siempre solo hay 2 personas para hacer todo!!! Es una lástima!! Pero muy rico todo!",5,2,2,1,40.0,40.0,20.0,0.0,Neutral,0.0,Pasivo
Taquería y Torteria Piolín,"Taquería y Torteria Piolín es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios muy económicos y 406 reseñas de clientes satisfechos.",Generado Automáticamente,Places API (Legacy),4.3,406.0,"Av. de las Rosas 69-Local 1, Cd Jardín, Coyoacán, 04370 Ciudad de México, CDMX",55 5689 4497,19.3371605,-99.1451827,5.34,https://maps.google.com/?cid=14721117083237502867,,domingo: Cerrado; lunes: 9:00 a.m. – 9:00 p.m.; martes: 9:00 a.m. – 9:00 p.m.; miércoles: 9:00 a.m. – 9:00 p.m.; jueves: 9:00 a.m. – 9:00 p.m.; viernes: 9:00 a.m. – 9:00 p.m.; sábado: 9:00 a.m. – 9:00 p.m.,$$,10,"La verdad la.comida deliciosa todo muy bien excepto por un chamaco que se dice ""mesero"" mala atención mamon con toda la palabra, el cree que te está haciendo un favor!! Y solo por el ya no voy me.amarga mis alimentos con solo verlo. | Un buen lugar con ambiente agradable y una excelente atención y ni decir de sus productos que son elaborados con mucha higiene y con productos de mucha calidad | Excelente taquería, mucha variedad y buen sazón. | Los tacos son buenos, recomiendo mucho el agua de Horchata. El servicio en su WhatsApp excelente. | Están buenos los tacos, si pasan por ahí coman los de pastor, si están algo lejos no se devien, la atención de los chavos que atienden es buena y puedes pagar con tarjeta.",5,4,1,0,80.0,20.0,0.0,0.6,Muy Positivo,60.0,Muy Bueno
Tacos El Cuñado,"Tacos El Cuñado es una opción sólida para tacos, con buenas calificaciones de sus visitantes.",Generado Automáticamente,Places API (Legacy),4.4,82.0,"Calz Acoxpa 722, Coapa, Narciso Mendoza, Tlalpan, 14390 Ciudad de México, CDMX",55 7075 4064,19.292667,-99.1247282,3.19,https://maps.google.com/?cid=9534338651711862561,,domingo: 8:00 a.m. – 3:45 a.m.; lunes: 7:30 a.m. – 4:00 a.m.; martes: 7:30 a.m. – 4:00 a.m.; miércoles: 7:00 a.m. – 3:45 a.m.; jueves: 7:45 a.m. – 4:00 a.m.; viernes: 7:00 a.m. – 4:00 a.m.; sábado: 7:00 a.m. – 4:00 a.m.,,10,"Los mejores tacos de la zona, precio calidad, sabor todo
Memaman estos tacos !😍 | Horrible!! parece que te hacen un favor al atenderte. Nos mega enfermamos del estómago. Todo hiper grasiento. No coman ahi. Chequen la higiene cuando pasen en su coche. Fatal! | Buenos tacos hasta hay fila para los de pastor la salsa es muy picosa y aún así hay gente que le entra con ganas, luego te atienden bien luego te ignoran es lo único malo el servicio, comer ahí si no agarraste lugar es un rollo. | Excelentes tacos, muy muy ricos. Se recomienda el de pastor con queso y tortilla de harina. Los mejores!! | Tacos muy buenos, recomendables los de pastor con quesillo o campechanos.
Siempre tienen mucha gente y más en las noches por ello es mejor pedir para llevar.
Tienen variedad de complementos para el gusto.
Con 2 o 3 tacos sales satisfecho
Taco normal $15
Taco con quesillo $20",5,3,2,0,60.0,40.0,0.0,0.2,Positivo,20.0,Pasivo
TAQUERÍA JUQUILITA,"TAQUERÍA JUQUILITA es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios muy económicos y más de 628 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.3,628.0,"Esquina con Cafetales, Calz. de las Bombas S/N, Los Cedros, Cafetales I, Coyoacán, 04800 Ciudad de México, CDMX",55 5799 5339,19.3111511,-99.1111628,5.17,https://maps.google.com/?cid=3166387668631043904,,domingo: 12:00 a.m. – 12:00 p.m.; lunes: 12:00 a.m. – 12:00 p.m.; martes: 12:00 a.m. – 12:00 p.m.; miércoles: 12:00 a.m. – 12:00 p.m.; jueves: 12:00 a.m. – 12:00 p.m.; viernes: 12:00 a.m. – 12:00 p.m.; sábado: 12:00 a.m. – 12:00 p.m.,$$,10,"Excelente lugar para comer tacos. Los precios son muy accesibles y el sabor es de buena calidad. Tienen mucha variedad en su carta.  El trato también es de primera calidad.
La joya de la corona sería el queso fundido , DELICIOSO 😋 | Supero mis expectativas, la verdad solo buscaba un baño y me llevé una grata sorpresa con los taquitos, pequeños pero sabrosos ahora en 5x26 y un agua de horchata muy rica en $25, vivo algo lejos de ahí pero si un día estoy cerca vuelvo a pasar. P.D el baño dice estar fuera de servicio pero si está libre para los consumidores, aconsejó quitar el letrero o cobrarlo a los que no van a consumir. Saludos. | Los precios son sumamente accesibles y está súper rico todo, desde el agua hasta los tacos | Realmente por el precio esperaba menos pero en verdad está muy bueno todo, desde los tacos hasta sus salsas y ni hablar de su agua de horchata que es de las mejores que e probado | Uno de mis lugares favoritos para comer tacos al pastor!!
Las salsa roja es buenísima",5,4,0,1,80.0,0.0,20.0,0.8,Muy Positivo,80.0,Excelente
Tacos Perisur,Tacos Perisur se destaca por la calidad de sus tacos y el buen servicio al cliente.,Generado Automáticamente,Places API (Legacy),4.5,19.0,"Acantilado 1, Insurgentes Cuicuilco, Coyoacán, 04500 Ciudad de México, CDMX",,19.305665,-99.187657,3.84,https://maps.google.com/?cid=1444226803885653510,,domingo: 10:00 a.m. – 5:00 p.m.; lunes: 10:00 a.m. – 5:00 p.m.; martes: 10:00 a.m. – 5:00 p.m.; miércoles: 10:00 a.m. – 5:00 p.m.; jueves: 10:00 a.m. – 5:00 p.m.; viernes: 10:00 a.m. – 5:00 p.m.; sábado: 10:00 a.m. – 5:00 p.m.,,0,"Muy ricos, y gran variedad de tacos, las salsas también están muy ricas | Es rica y fresca la carne 🍖, las aguas super ricas. | Muy ricos y mucha variedad. | Falta mucha higiene. Es raquitico lo que sirve de comida en sus productos | Ricos",4,3,0,1,75.0,0.0,25.0,0.75,Muy Positivo,75.0,Excelente
"Taqueria "" JUANITO'S ""","Taqueria "" JUANITO'S "" se destaca por la calidad de sus tacos y el buen servicio al cliente.",Generado Automáticamente,Places API (Legacy),4.7,31.0,"Av. H. Escuela Naval Militar 436, San Francisco Culhuacan, San Francisco Culhuacan de Sta Ana, Coyoacán, 04260 Ciudad de México, CDMX",56 1479 9262,19.3346289,-99.1231396,5.98,https://maps.google.com/?cid=1675039511285162507,,"domingo: 12:00 a.m. – 5:00 p.m., 10:00 p.m. – 12:00 a.m.; lunes: 12:00 a.m. – 5:00 p.m.; martes: 10:00 p.m. – 12:00 a.m.; miércoles: 12:00 a.m. – 5:00 p.m., 10:00 p.m. – 12:00 a.m.; jueves: 12:00 a.m. – 5:00 p.m., 10:00 p.m. – 12:00 a.m.; viernes: 12:00 a.m. – 5:00 p.m., 10:00 p.m. – 12:00 a.m.; sábado: 12:00 a.m. – 5:00 p.m., 10:00 p.m. – 12:00 a.m.",,2,"Me encanta que sí es carne y no como en otros lugares que dan puro nervio. Me gusta que hay cada vez mayor variedad. Los complementos son abundantes. Precio justo. Siempre hay fila pero despachan rápido. Soy quisquillosa y realmente son los únicos que recomiendo. | Estos son tacos especiales para bajar avión en la fiesta, aunque si vas cualquier otro día también son muuuuuy buenos, así que en general ampliamente recomendables para cualquier día que se antojen | Muy ricos y muy accesibles me gustó mucho la atención y los tacos son súper ricos. Los recomiendo mucho | muy buenos! los mejores de la zona | Buen sabor, buen tamaño.  Son de ley en la madrugada",5,4,0,1,80.0,0.0,20.0,0.8,Muy Positivo,80.0,Excelente
Tacos Árabes Marhaban,Tacos Árabes Marhaban se destaca por la calidad de sus tacos y el buen servicio al cliente.,Generado Automáticamente,Places API (Legacy),4.2,45.0,"Cerrada de Cantera, Calle San Marcos 233, Tlalpan Centro II, Tlalpan, 14000 Ciudad de México, CDMX",55 9372 2365,19.2838362,-99.1722395,1.93,https://maps.google.com/?cid=6085170084190136049,,domingo: 10:00 a.m. – 10:00 p.m.; lunes: 10:00 a.m. – 10:00 p.m.; martes: 10:00 a.m. – 10:00 p.m.; miércoles: 10:00 a.m. – 10:00 p.m.; jueves: 10:00 a.m. – 10:00 p.m.; viernes: 10:00 a.m. – 10:00 p.m.; sábado: 10:00 a.m. – 10:00 p.m.,,10,"La comida es muy buena, por el sabor vale la pena, sobre todo por el queso, es lo que más me gustó.✨️
Pero cantidad- precio siento que no es buena idea si vas con mucha hambre.
Las aguas también están muy ricas y a buen precio, recomiendo mucho la de mango.
El lugar es pequeño pero ésta bien, igual afuera también tienen más mesas. | Ubicado cerca del conocido Centro de Tlalpan y a un lado de la plaza comercial Patio Tlalpan es un restaurante que destaca por el sabor de su comida en relación a su precio además de su flexibilidad para personalizar platillos al gusto.

Es de mis experiencias favoritas a la hora de elegir comida árabe, si bien el lugar es pequeño no es limitante en la experiencia agradable, además no te dejes engañar, hay productos como pastor y bistec haciéndolo también como una taquería mexicana.

El pan pita es muy bueno, pero lo que destacó en mi visita fue ""El club sandwich"" el cual es una comida completa por $70, como se puede ver en las fotos.

Fotos por agregar que destacó el menú así como:

El taco árabe.
El club Sandwich.
El queso fundido con Pastor.

El total de esos artículos fue de $140 y ya no aguanto más, además de sus aguas súper ricas y de variedad.

Solo me queda decir:

La vida de un crítico es sencilla en muchos aspectos, arriesgamos poco y tenemos poder sobre aquellos que ofrecen su trabajo y su servicio a nuestro juicio.

Prosperamos con las críticas negativas, divertidas de escribir y de leer, pero la triste verdad que debemos afrontar es que en el gran orden de las cosas, cualquier basura tiene más significado que lo que deja ver nuestra crítica.

Pero en ocasiones el crítico sí se arriesga cada vez que descubre y defiende algo nuevo, el mundo suele ser cruel con el nuevo talento; las nuevas creaciones, lo nuevo, necesita amigos.

Anoche experimente algo nuevo; una extraordinaria cena de una fuente singular e inesperada. Decir solo que la comida y su creador han desafiado mis prejuicios sobre la buena cocina, me han tocado en lo más profundo. | Horrible producto que enviaron, las tortas de cualquier puesto son mejores, nunca comprare de nuevo | Los tacos solo saben a carne cocida, los de pastor fea la tortilla, y el agua fea y carisíma!
La atención es medianamente buena... la niñita es muy atenta... salvó la ocasión, por eso le pongo más estrellas al servicio y ambiente | La verdad esperaba algo mejor. Los tacos bien simples en sabor , al igual que las salsas. Pensé que el bato había aprendido algo en froys",5,4,1,0,80.0,20.0,0.0,0.6,Muy Positivo,60.0,Muy Bueno
Taco Ensenada Cocina de Mar Estilo Ensenada,"Taco Ensenada Cocina de Mar Estilo Ensenada es una opción sólida para tacos, con buenas calificaciones de sus visitantes.",Generado Automáticamente,Places API (Legacy),4.0,57.0,"Segunda Cda. de Avenida del Imán manzana 5-lote 6, Exejido de Sta Úrsula Coapa, Coyoacán, 04600 Ciudad de México, CDMX",55 6306 2587,19.3053864,-99.1604721,1.8,https://maps.google.com/?cid=10947100581524526109,,domingo: 9:30 a.m. – 4:30 p.m.; lunes: 9:30 a.m. – 4:30 p.m.; martes: 9:30 a.m. – 4:30 p.m.; miércoles: 9:30 a.m. – 4:30 p.m.; jueves: 9:30 a.m. – 4:30 p.m.; viernes: 9:30 a.m. – 4:30 p.m.; sábado: 9:30 a.m. – 4:30 p.m.,,10,"Están de buena proporción los tacos, sabor muy aceptable y te atienden rápido | Excelente comida y servicio, yo recomiendo los taquitos :) y tienen una buena promoción de 3x2, recomiendo igual los camarones empanizados.

He leído unos comentarios negativos sobre la calidad y atención, pero yo voy seguido a comer y nunca he tenido problemas. Al contrario, son rápidas las chicas y muy atentas. | No me gustó, no tenia nada de pescado mi taco, era pura masa cruda. No crujía ni sabía rico y se me hizo caro para que me vendieran masa y col morada
Aparte la señora que atiende es bien grosera con la niña que trabaja con ella.
Si tienen la oportunidad de ir, desaprovéchenla. | Que se aproveche la oportunidad de una promoción que está realizando, el chef se cocina muy rápido y estuvo riquísima la comida. Me gustó muchísimo, por su puesto que regresaré definitivamente y se la recomendaría 100%. | Lo único malo son los cócteles pero los tacos muy buenos",5,4,1,0,80.0,20.0,0.0,0.6,Muy Positivo,60.0,Muy Bueno
